"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"04.10.2022 06:22:00 - 06:23:00","44838.0576388889","10 626 300 KByte","10881331583.2025","1 450 844 kbit/s","181355526.3867","10 233 434 KByte","10479036115.1701","1 397 205 kbit/s","174650601.9195","392 867 KByte","402295468.0324","53 639 kbit/s","6704924.4672","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:23:00 - 06:24:00","44838.0583333333","10 540 451 KByte","10793422059.6946","1 439 123 kbit/s","179890367.6616","10 142 777 KByte","10386203623.2138","1 384 827 kbit/s","173103393.7202","397 674 KByte","407218436.4808","54 296 kbit/s","6786973.9413","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:24:00 - 06:25:00","44838.0590277778","10 378 929 KByte","10628023197.9093","1 417 070 kbit/s","177133719.9652","9 986 877 KByte","10226561679.7927","1 363 542 kbit/s","170442694.6632","392 052 KByte","401461518.1166","53 528 kbit/s","6691025.3019","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:25:00 - 06:26:00","44838.0597222222","10 319 064 KByte","10566721238.4435","1 408 896 kbit/s","176112020.6407","9 927 499 KByte","10165759359.3662","1 355 435 kbit/s","169429322.6561","391 564 KByte","400961879.0773","53 462 kbit/s","6682697.9846","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:26:00 - 06:27:00","44838.0604166667","9 945 960 KByte","10184662553.4768","1 357 955 kbit/s","169744375.8913","9 571 247 KByte","9800957252.4493","1 306 794 kbit/s","163349287.5408","374 712 KByte","383705301.0275","51 161 kbit/s","6395088.3505","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:27:00 - 06:28:00","44838.0611111111","10 201 560 KByte","10446397179.2832","1 393 085 kbit/s","174135642.2618","9 816 692 KByte","10052292647.9456","1 340 529 kbit/s","167566138.4888","384 868 KByte","394104531.3376","52 556 kbit/s","6569503.7729","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:28:00 - 06:29:00","44838.0618055556","10 823 541 KByte","11083305532.1620","1 478 020 kbit/s","184752550.9612","10 415 509 KByte","10665481026.7602","1 422 301 kbit/s","177787648.3874","408 032 KByte","417824505.4018","55 719 kbit/s","6964902.5738","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:29:00 - 06:30:00","44838.0625000000","11 075 859 KByte","11341679808.5756","1 512 476 kbit/s","189059506.7274","10 658 002 KByte","10913794103.6147","1 455 415 kbit/s","181926889.5418","417 857 KByte","427885704.9609","57 061 kbit/s","7132617.1855","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:30:00 - 06:31:00","44838.0631944444","11 849 558 KByte","12133947402.2814","1 617 860 kbit/s","202232456.7047","11 405 494 KByte","11679225896.6768","1 557 230 kbit/s","194653764.9446","444 064 KByte","454721505.6046","60 630 kbit/s","7578691.7601","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:31:00 - 06:32:00","44838.0638888889","12 160 153 KByte","12451996827.9067","1 660 266 kbit/s","207533280.4651","11 710 804 KByte","11991863804.3025","1 598 915 kbit/s","199864396.7384","449 349 KByte","460133023.6042","61 351 kbit/s","7668883.7267","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:32:00 - 06:33:00","44838.0645833333","12 007 895 KByte","12296084022.6805","1 639 478 kbit/s","204934733.7113","11 563 662 KByte","11841189876.8032","1 578 825 kbit/s","197353164.6134","444 233 KByte","454894145.8773","60 653 kbit/s","7581569.0980","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:33:00 - 06:34:00","44838.0652777778","11 583 799 KByte","11861809776.7988","1 581 838 kbit/s","197729784.5774","11 154 236 KByte","11421937992.8998","1 523 179 kbit/s","190397366.1093","429 562 KByte","439871783.8990","58 659 kbit/s","7332418.4681","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:34:00 - 06:35:00","44838.0659722222","12 050 484 KByte","12339695992.7659","1 645 567 kbit/s","205695882.5265","11 604 432 KByte","11882938522.5759","1 584 656 kbit/s","198081989.0411","446 052 KByte","456757470.1900","60 911 kbit/s","7613893.4854","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:35:00 - 06:36:00","44838.0666666667","12 729 635 KByte","13035146611.7773","1 738 020 kbit/s","217252443.5296","12 256 955 KByte","12551122015.9161","1 673 483 kbit/s","209185366.9319","472 680 KByte","484024595.8612","64 537 kbit/s","8067076.5977","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:36:00 - 06:37:00","44838.0673611111","12 880 382 KByte","13189510805.3278","1 758 601 kbit/s","219825180.0888","12 405 959 KByte","12703702229.1560","1 693 827 kbit/s","211728370.4859","474 422 KByte","485808576.1718","64 774 kbit/s","8096809.6029","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:37:00 - 06:38:00","44838.0680555556","13 084 999 KByte","13399038763.0382","1 786 539 kbit/s","223317312.7173","12 602 608 KByte","12905070684.5650","1 720 676 kbit/s","215084511.4094","482 391 KByte","493968078.4732","65 862 kbit/s","8232801.3079","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:38:00 - 06:39:00","44838.0687500000","13 161 486 KByte","13477361560.3268","1 797 281 kbit/s","224660136.0281","12 675 709 KByte","12979926521.4060","1 730 945 kbit/s","216368170.0518","485 776 KByte","497435038.9208","66 336 kbit/s","8291965.9763","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:39:00 - 06:40:00","44838.0694444444","13 399 234 KByte","13720815930.2740","1 829 442 kbit/s","228680265.5046","12 905 629 KByte","13215363763.8030","1 762 049 kbit/s","220256062.7301","493 606 KByte","505452166.4710","67 394 kbit/s","8424202.7745","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:40:00 - 06:41:00","44838.0701388889","12 753 635 KByte","13059722008.3785","1 741 587 kbit/s","217698316.5257","12 278 610 KByte","12573297014.4642","1 676 719 kbit/s","209589881.8881","475 024 KByte","486424993.9143","64 867 kbit/s","8108434.6377","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:41:00 - 06:42:00","44838.0708333333","13 110 001 KByte","13424641263.9313","1 789 952 kbit/s","223744021.0655","12 616 175 KByte","12918963079.6447","1 722 528 kbit/s","215316051.3274","493 826 KByte","505678184.2867","67 424 kbit/s","8427969.7381","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:42:00 - 06:43:00","44838.0715277778","13 971 772 KByte","14307094554.0723","1 907 931 kbit/s","238491324.4553","13 450 507 KByte","13773318785.2623","1 836 749 kbit/s","229593578.6842","521 265 KByte","533775768.8100","71 182 kbit/s","8897745.7711","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:43:00 - 06:44:00","44838.0722222222","14 416 469 KByte","14762464102.0121","1 968 329 kbit/s","246041068.3669","13 880 334 KByte","14213462465.7734","1 895 128 kbit/s","236891041.0962","536 134 KByte","549001636.2387","73 200 kbit/s","9150027.2706","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:44:00 - 06:45:00","44838.0729166667","14 367 823 KByte","14712650372.7068","1 962 014 kbit/s","245251714.8309","13 833 429 KByte","14165431013.2330","1 889 039 kbit/s","236129871.8659","534 394 KByte","547219359.4737","72 975 kbit/s","9121842.9651","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:45:00 - 06:46:00","44838.0736111111","14 366 537 KByte","14711333941.2075","1 961 511 kbit/s","245188899.0201","13 837 754 KByte","14169860305.6289","1 889 315 kbit/s","236164338.4271","528 783 KByte","541473635.5786","72 196 kbit/s","9024560.5930","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:46:00 - 06:47:00","44838.0743055556","14 535 818 KByte","14884677519.7780","1 984 954 kbit/s","248119311.8816","14 002 473 KByte","14338532599.5480","1 912 123 kbit/s","239015379.2223","533 345 KByte","546144920.2300","72 831 kbit/s","9103932.6593","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:47:00 - 06:48:00","44838.0750000000","13 816 756 KByte","14148358351.8742","1 886 448 kbit/s","235805972.5312","13 309 207 KByte","13628628036.6675","1 817 150 kbit/s","227143800.6111","507 549 KByte","519730315.2067","69 297 kbit/s","8662171.9201","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:48:00 - 06:49:00","44838.0756944444","14 091 421 KByte","14429615370.6794","1 923 949 kbit/s","240493589.5113","13 574 404 KByte","13900190006.5985","1 853 359 kbit/s","231669833.4433","517 017 KByte","529425364.0809","70 590 kbit/s","8823756.0680","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:49:00 - 06:50:00","44838.0763888889","15 150 592 KByte","15514205704.4570","2 068 906 kbit/s","258613197.2738","14 592 966 KByte","14943197106.5203","1 992 758 kbit/s","249094800.9088","557 626 KByte","571008597.9366","76 147 kbit/s","9518396.3650","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:50:00 - 06:51:00","44838.0770833333","15 418 774 KByte","15788825068.1456","2 105 177 kbit/s","263147084.4691","14 852 416 KByte","15208873773.8365","2 027 850 kbit/s","253481229.5639","566 359 KByte","579951294.3091","77 327 kbit/s","9665854.9052","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:51:00 - 06:52:00","44838.0777777778","15 293 873 KByte","15660926378.2542","2 088 472 kbit/s","261058949.4625","14 736 286 KByte","15089957224.9268","2 012 330 kbit/s","251541210.6172","557 587 KByte","570969153.3274","76 142 kbit/s","9517738.8453","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:52:00 - 06:53:00","44838.0784722222","15 586 801 KByte","15960884201.4629","2 128 118 kbit/s","266014736.6910","15 015 121 KByte","15375484263.2421","2 050 065 kbit/s","256258071.0540","571 680 KByte","585399938.2208","78 053 kbit/s","9756665.6370","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:53:00 - 06:54:00","44838.0791666667","15 532 820 KByte","15905607781.5534","2 121 101 kbit/s","265137652.6347","14 959 467 KByte","15318494537.4524","2 042 806 kbit/s","255350800.7577","573 353 KByte","587113244.1009","78 295 kbit/s","9786851.8770","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:54:00 - 06:55:00","44838.0798611111","14 165 111 KByte","14505074011.0518","1 934 332 kbit/s","241791532.1062","13 639 982 KByte","13967341419.3339","1 862 623 kbit/s","232827828.2936","525 129 KByte","537732591.7179","71 710 kbit/s","8963703.8126","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:55:00 - 06:56:00","44838.0805555556","14 384 423 KByte","14729648875.2001","1 963 953 kbit/s","245494147.9200","13 846 668 KByte","14178987990.2835","1 890 532 kbit/s","236316466.5047","537 755 KByte","550660884.9166","73 421 kbit/s","9177681.4153","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:56:00 - 06:57:00","44838.0812500000","15 320 477 KByte","15688168941.1526","2 092 105 kbit/s","261513067.8639","14 740 278 KByte","15094044588.1733","2 012 875 kbit/s","251609344.6937","580 200 KByte","594124352.9794","79 230 kbit/s","9903723.1702","0 %","0.0000","100 %","0000009998"
"04.10.2022 06:57:00 - 06:58:00","44838.0819444444","15 238 379 KByte","15604099748.2867","2 080 547 kbit/s","260068329.1381","14 655 121 KByte","15006844371.2986","2 000 913 kbit/s","250114072.8550","583 257 KByte","597255376.9881","79 634 kbit/s","9954256.2831","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:58:00 - 06:59:00","44838.0826388889","15 190 092 KByte","15554654554.9272","2 073 954 kbit/s","259244242.5821","14 616 182 KByte","14966969970.5818","1 995 596 kbit/s","249449499.5097","573 911 KByte","587684584.3453","78 358 kbit/s","9794743.0724","0 %","0.0000","100 %","0000010000"
"04.10.2022 06:59:00 - 07:00:00","44838.0833333333","15 318 402 KByte","15686044056.8892","2 091 821 kbit/s","261477647.2227","14 746 327 KByte","15100239279.5120","2 013 701 kbit/s","251712606.7597","572 075 KByte","585804777.3771","78 120 kbit/s","9765040.4630","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:00:00 - 07:01:00","44838.0840277778","15 520 826 KByte","15893325439.0368","2 119 110 kbit/s","264888757.3173","14 942 823 KByte","15301451182.1436","2 040 193 kbit/s","255024186.3691","578 002 KByte","591874256.8932","78 917 kbit/s","9864570.9482","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:01:00 - 07:02:00","44838.0847222222","15 259 746 KByte","15625979468.9097","2 083 811 kbit/s","260476403.8825","14 694 391 KByte","15047056400.3001","2 006 609 kbit/s","250826077.6846","565 355 KByte","578923068.6096","77 203 kbit/s","9650326.1979","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:02:00 - 07:03:00","44838.0854166667","15 909 040 KByte","16290857380.7758","2 172 114 kbit/s","271514289.6796","15 321 083 KByte","15688789368.6841","2 091 839 kbit/s","261479822.8114","587 957 KByte","602068012.0918","80 276 kbit/s","10034466.8682","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:03:00 - 07:04:00","44838.0861111111","16 912 834 KByte","17318741637.7507","2 309 550 kbit/s","288693809.5974","16 283 774 KByte","16674584600.9002","2 223 649 kbit/s","277956069.3599","629 060 KByte","644157036.8506","85 902 kbit/s","10737740.2375","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:04:00 - 07:05:00","44838.0868055556","17 064 023 KByte","17473559221.8535","2 329 808 kbit/s","291225987.0309","16 425 854 KByte","16820074939.7305","2 242 677 kbit/s","280334582.3288","638 168 KByte","653484282.1230","87 131 kbit/s","10891404.7021","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:05:00 - 07:06:00","44838.0875000000","17 004 069 KByte","17412166393.7381","2 322 009 kbit/s","290251148.4204","16 373 326 KByte","16766285809.0894","2 235 877 kbit/s","279484677.5978","630 743 KByte","645880584.6488","86 132 kbit/s","10766470.8226","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:06:00 - 07:07:00","44838.0881944444","17 137 293 KByte","17548588421.2380","2 340 202 kbit/s","292525227.8919","16 497 694 KByte","16893638149.4206","2 252 861 kbit/s","281607570.4187","639 600 KByte","654950271.8175","87 341 kbit/s","10917657.4732","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:07:00 - 07:08:00","44838.0888888889","17 470 642 KByte","17889937552.0197","2 385 723 kbit/s","298215328.4217","16 813 601 KByte","17217127090.7646","2 296 000 kbit/s","286999951.5047","657 041 KByte","672810461.2550","89 723 kbit/s","11215376.9171","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:08:00 - 07:09:00","44838.0895833333","16 846 967 KByte","17251293702.9069","2 300 172 kbit/s","287521561.7151","16 213 565 KByte","16602690634.8903","2 213 692 kbit/s","276711510.5815","633 401 KByte","648603068.0166","86 480 kbit/s","10810051.1336","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:09:00 - 07:10:00","44838.0902777778","17 496 814 KByte","17916737786.7895","2 389 297 kbit/s","298662073.4587","16 840 048 KByte","17244209343.4836","2 299 611 kbit/s","287451397.6243","656 766 KByte","672528443.3059","89 685 kbit/s","11210675.8344","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:10:00 - 07:11:00","44838.0909722222","18 490 043 KByte","18933804245.4068","2 524 507 kbit/s","315563404.0901","17 806 119 KByte","18233465712.8186","2 431 129 kbit/s","303891095.2136","683 924 KByte","700338532.5883","93 378 kbit/s","11672308.8765","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:11:00 - 07:12:00","44838.0916666667","18 536 815 KByte","18981698137.5647","2 531 315 kbit/s","316414371.3546","17 862 987 KByte","18291699022.1248","2 439 300 kbit/s","304912469.1136","673 827 KByte","689999115.4398","92 015 kbit/s","11501902.2410","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:12:00 - 07:13:00","44838.0923611111","18 881 413 KByte","19334567352.1259","2 578 372 kbit/s","322296505.2863","18 201 806 KByte","18638649046.9233","2 485 567 kbit/s","310695933.4376","679 608 KByte","695918305.2026","92 805 kbit/s","11600571.8487","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:13:00 - 07:14:00","44838.0930555556","18 671 842 KByte","19119966346.6803","2 549 329 kbit/s","318666105.7780","17 994 166 KByte","18426025874.3174","2 456 803 kbit/s","307100431.2386","677 676 KByte","693940472.3629","92 525 kbit/s","11565674.5394","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:14:00 - 07:15:00","44838.0937500000","18 933 792 KByte","19388202766.5468","2 585 094 kbit/s","323136712.7758","18 238 443 KByte","18676165886.4492","2 490 155 kbit/s","311269431.4408","695 349 KByte","712036880.0977","94 938 kbit/s","11867281.3350","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:15:00 - 07:16:00","44838.0944444444","17 950 995 KByte","18381818972.9090","2 451 318 kbit/s","306414718.6683","17 296 670 KByte","17711789716.7502","2 361 966 kbit/s","295245702.8963","654 325 KByte","670029256.1588","89 352 kbit/s","11169015.7719","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:16:00 - 07:17:00","44838.0951388889","18 216 328 KByte","18653519762.7260","2 487 551 kbit/s","310943820.0154","17 551 976 KByte","17973223914.6799","2 396 829 kbit/s","299603665.8556","664 351 KByte","680295848.0461","90 721 kbit/s","11340154.1598","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:17:00 - 07:18:00","44838.0958333333","19 380 968 KByte","19846111136.0467","2 646 148 kbit/s","330768518.9341","18 674 390 KByte","19122575777.5028","2 549 677 kbit/s","318709596.2917","706 577 KByte","723535358.5439","96 471 kbit/s","12058922.6424","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:18:00 - 07:19:00","44838.0965277778","19 451 573 KByte","19918410373.3353","2 656 231 kbit/s","332028844.3630","18 735 440 KByte","19185090720.1981","2 558 439 kbit/s","319804812.8054","716 132 KByte","733319653.1372","97 792 kbit/s","12224031.5575","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:19:00 - 07:20:00","44838.0972222222","19 843 336 KByte","20319575738.1691","2 709 728 kbit/s","338716048.3109","19 116 522 KByte","19575318985.4762","2 610 478 kbit/s","326309701.3748","726 813 KByte","744256752.6930","99 251 kbit/s","12406346.9360","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:20:00 - 07:21:00","44838.0979166667","19 687 701 KByte","20160205864.0112","2 688 476 kbit/s","336059440.9737","18 964 663 KByte","19419815263.3445","2 589 740 kbit/s","323717540.6458","723 038 KByte","740390600.6667","98 735 kbit/s","12341900.3278","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:21:00 - 07:22:00","44838.0986111111","19 491 977 KByte","19959784164.9262","2 661 748 kbit/s","332718522.5025","18 768 710 KByte","19219159249.3887","2 562 982 kbit/s","320372716.2759","723 267 KByte","740624915.5375","98 766 kbit/s","12345806.2267","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:22:00 - 07:23:00","44838.0993055556","18 222 726 KByte","18660071407.3625","2 488 010 kbit/s","311001190.1227","17 541 805 KByte","17962808413.1481","2 395 041 kbit/s","299380140.2191","680 921 KByte","697262994.2144","92 968 kbit/s","11621049.9036","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:23:00 - 07:24:00","44838.1000000000","18 282 076 KByte","18720846082.5713","2 496 113 kbit/s","312014101.3762","17 593 074 KByte","18015307299.6009","2 402 041 kbit/s","300255121.6600","689 003 KByte","705538782.9704","94 072 kbit/s","11758979.7162","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:24:00 - 07:25:00","44838.1006944444","19 138 512 KByte","19597836725.9413","2 613 480 kbit/s","326685059.6090","18 419 855 KByte","18861931829.9054","2 515 343 kbit/s","314417933.4873","718 657 KByte","735904896.0360","98 137 kbit/s","12267126.1216","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:25:00 - 07:26:00","44838.1013888889","19 172 829 KByte","19632976515.4233","2 617 730 kbit/s","327216275.2571","18 456 145 KByte","18899092246.4480","2 519 879 kbit/s","314984870.7741","716 684 KByte","733884268.9753","97 851 kbit/s","12231404.4829","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:26:00 - 07:27:00","44838.1020833333","19 385 925 KByte","19851187374.5763","2 646 825 kbit/s","330853122.9096","18 669 167 KByte","19117227241.9262","2 548 964 kbit/s","318620454.0321","716 758 KByte","733960132.6501","97 861 kbit/s","12232668.8775","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:27:00 - 07:28:00","44838.1027777778","19 473 351 KByte","19940711210.3599","2 659 205 kbit/s","332400586.9372","18 749 441 KByte","19199427441.8432","2 560 350 kbit/s","320043797.9971","723 910 KByte","741283768.5167","98 854 kbit/s","12356788.9401","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:28:00 - 07:29:00","44838.1034722222","19 808 369 KByte","20283770012.0503","2 704 503 kbit/s","338062833.5342","19 071 003 KByte","19528706876.6701","2 603 828 kbit/s","325478447.9445","737 366 KByte","755063135.3801","100 675 kbit/s","12584385.5897","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:29:00 - 07:30:00","44838.1041666667","18 855 319 KByte","19307846812.5928","2 574 380 kbit/s","321797446.8765","18 146 670 KByte","18582190446.0588","2 477 625 kbit/s","309703174.1010","708 649 KByte","725656366.5340","96 754 kbit/s","12094272.7756","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:30:00 - 07:31:00","44838.1048611111","19 221 379 KByte","19682692251.9739","2 624 359 kbit/s","328044870.8662","18 498 016 KByte","18941968491.8667","2 525 596 kbit/s","315699474.8644","723 363 KByte","740723760.1072","98 763 kbit/s","12345396.0018","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:31:00 - 07:32:00","44838.1055555556","20 092 904 KByte","20575133712.3721","2 743 351 kbit/s","342918895.2062","19 344 821 KByte","19809096482.7618","2 641 213 kbit/s","330151608.0460","748 083 KByte","766037229.6103","102 138 kbit/s","12767287.1602","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:32:00 - 07:33:00","44838.1062500000","19 777 564 KByte","20252225765.0568","2 700 747 kbit/s","337593361.6446","19 041 287 KByte","19498277938.1791","2 600 204 kbit/s","325025469.8813","736 277 KByte","753947826.8777","100 543 kbit/s","12567891.7633","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:33:00 - 07:34:00","44838.1069444444","19 834 257 KByte","20310279167.5490","2 708 037 kbit/s","338504652.7925","19 092 924 KByte","19551153810.5237","2 606 821 kbit/s","325852563.5087","741 333 KByte","759125357.0253","101 217 kbit/s","12652089.2838","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:34:00 - 07:35:00","44838.1076388889","20 313 041 KByte","20800553551.3446","2 773 869 kbit/s","346733681.4693","19 555 072 KByte","20024393960.5262","2 670 364 kbit/s","333795531.9308","757 968 KByte","776159590.8184","103 505 kbit/s","12938149.5386","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:35:00 - 07:36:00","44838.1083333333","20 548 299 KByte","21041457769.1971","2 805 528 kbit/s","350690962.8200","19 791 877 KByte","20266882417.2060","2 702 251 kbit/s","337781373.6201","756 421 KByte","774575351.9911","103 277 kbit/s","12909589.1999","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:36:00 - 07:37:00","44838.1090277778","20 045 435 KByte","20526525756.0581","2 737 326 kbit/s","342165790.2327","19 310 911 KByte","19774372984.1974","2 637 023 kbit/s","329627821.0401","734 524 KByte","752152771.8608","100 304 kbit/s","12537969.1925","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:37:00 - 07:38:00","44838.1097222222","20 095 493 KByte","20577785022.3106","2 744 162 kbit/s","343020253.7475","19 344 997 KByte","19809276577.4246","2 641 677 kbit/s","330209644.5645","750 497 KByte","768508444.8860","102 485 kbit/s","12810609.1830","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:38:00 - 07:39:00","44838.1104166667","20 808 229 KByte","21307626909.1266","2 841 017 kbit/s","355127115.1521","20 029 096 KByte","20509794588.7265","2 734 639 kbit/s","341829909.8121","779 133 KByte","797832320.4001","106 378 kbit/s","13297205.3400","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:39:00 - 07:40:00","44838.1111111111","21 286 523 KByte","21797399090.2830","2 906 804 kbit/s","363350543.2619","20 498 774 KByte","20990744173.5472","2 799 232 kbit/s","349904053.5680","787 749 KByte","806654916.7358","107 572 kbit/s","13446489.6939","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:40:00 - 07:41:00","44838.1118055556","21 340 110 KByte","21852272279.3510","2 913 636 kbit/s","364204537.9892","20 553 326 KByte","21046605415.4177","2 806 214 kbit/s","350776756.9236","786 784 KByte","805666863.9332","107 422 kbit/s","13427781.0656","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:41:00 - 07:42:00","44838.1125000000","21 524 170 KByte","22040750556.0320","2 938 767 kbit/s","367345842.6005","20 727 323 KByte","21224779026.8616","2 829 971 kbit/s","353746317.1144","796 847 KByte","815971529.1704","108 796 kbit/s","13599525.4862","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:42:00 - 07:43:00","44838.1131944444","21 475 138 KByte","21990541484.6079","2 932 072 kbit/s","366509024.7435","20 678 708 KByte","21174997347.2100","2 823 333 kbit/s","352916622.4535","796 430 KByte","815544137.3979","108 739 kbit/s","13592402.2900","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:43:00 - 07:44:00","44838.1138888889","20 144 422 KByte","20627888439.9831","2 750 844 kbit/s","343855449.9080","19 394 905 KByte","19860382319.5786","2 648 492 kbit/s","331061548.9178","749 518 KByte","767506120.4045","102 351 kbit/s","12793900.9902","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:44:00 - 07:45:00","44838.1145833333","20 180 935 KByte","20665277112.5995","2 755 370 kbit/s","344421285.2100","19 425 975 KByte","19892198587.8980","2 652 293 kbit/s","331536643.1316","754 959 KByte","773078524.7015","103 077 kbit/s","12884642.0784","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:45:00 - 07:46:00","44838.1152777778","20 725 565 KByte","21222978727.7911","2 830 202 kbit/s","353775274.6756","19 947 208 KByte","20425940871.5899","2 723 913 kbit/s","340489096.0425","778 357 KByte","797037856.2012","106 289 kbit/s","13286178.6331","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:46:00 - 07:47:00","44838.1159722222","20 916 853 KByte","21418857262.2335","2 855 848 kbit/s","356980954.3706","20 128 896 KByte","20611989703.3589","2 748 265 kbit/s","343533161.7226","787 957 KByte","806867558.8746","107 582 kbit/s","13447792.6479","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:47:00 - 07:48:00","44838.1166666667","20 978 874 KByte","21482366865.2362","2 864 793 kbit/s","358099130.9424","20 187 417 KByte","20671914536.4266","2 756 715 kbit/s","344589340.4972","791 457 KByte","810452328.8097","108 078 kbit/s","13509790.4452","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:48:00 - 07:49:00","44838.1173611111","21 260 449 KByte","21770699648.7011","2 902 760 kbit/s","362844994.1450","20 459 842 KByte","20950877828.2614","2 793 450 kbit/s","349181297.1377","800 607 KByte","819821820.4397","109 310 kbit/s","13663697.0073","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:49:00 - 07:50:00","44838.1180555556","21 797 528 KByte","22320668414.2176","2 976 089 kbit/s","372011140.2370","20 984 008 KByte","21487624498.8745","2 865 017 kbit/s","358127074.9812","813 519 KByte","833043915.3431","111 073 kbit/s","13884065.2557","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:50:00 - 07:51:00","44838.1187500000","21 149 570 KByte","21657159451.5303","2 887 621 kbit/s","360952657.5255","20 368 132 KByte","20856967133.3234","2 780 929 kbit/s","347616118.8887","781 438 KByte","800192318.2069","106 692 kbit/s","13336538.6368","0 %","0.0000","100 %","0000010000"
